ID,NAME,VOL,DEN,PLD_A,LCD_A,Sa_m2cm-3,Sa_m2g-1,Va_A3,Va_m3m-3,Va_cm3g-1,C2H6_UC,C2H6_Qst,C2H6_Qff,C2H6_Qfm,C2H4_UC,C2H4_Qst,C2H4_Qff,C2H4_Qfm,C2H6_bar,C2H4_bar,C2H6_UC_Z,C2H4_UC_Z,C2H6_Ds,C2H4_Ds,Sads_C2H6_C2H4,Sdiff_C2H6_C2H4,P_C2H6,P_C2H4,Sperm_C2H4_C2H6
11,MN4131,4070.58008,0.98212,5.74811,7.61257,1330.71997,1354.94995,2576.56006,0.63297,0.64449,5.26062,27.7392355,4.8335071,20.4280179,5.19997,25.8904453,4.4095791,19.0031557,0.4958603,0.4967872,5.25,5.16667,2.231e-09,2.29e-09,1.0116635288280509,0.9742358078602619,289185.8651129666,292863.88642696006,1.0127185376524426
12,MN4130,4070.17993,0.98387,5.5864,8.0044,1359.32996,1381.62,2552.08008,0.62702,0.6373,5.09974,27.3373925,4.9465126,19.9131693,4.85539,24.450552,4.5272463,17.4455952,0.4958603,0.4967872,5.08333,4.83333,2.301e-09,2.808e-09,1.0503255145312735,0.8194444444444444,289167.48169405863,335347.4153746377,1.1596996087182367
13,MN36,855.56201,1.40131,5.32136,5.84694,927.93201,662.19,461.69601,0.53964,0.3851,1.68585,39.4610669,4.9069628,32.0763937,2.3247,34.6599221,4.0565088,28.1257028,0.4958603,0.4967872,1.67188,2.3125,1.863e-09,1.308e-09,0.7251903471415667,1.4243119266055044,368194.6726884508,355802.7630085008,0.9663441364062444
14,MN34333,7786.37012,1.87297,3.23989,7.98439,0.0,0.0,3715.96997,0.47724,0.2548,6.77174,33.3003282,2.2204672,28.6021504,6.38799,30.7070743,2.042219,26.1871448,0.4958603,0.4967872,6.75,6.375,2.637e-10,3.709e-10,1.0600736694954125,0.7109733081693178,23002.378709431978,30462.977293785476,1.3243403075219489
15,MN33165,5270.08984,0.91631,4.54529,6.90574,1271.92004,1388.08997,3158.41992,0.59931,0.65405,6.39187,30.9518246,4.4233082,24.0508058,6.55005,28.0850284,4.104788,21.5025298,0.4958603,0.4967872,6.375,6.5,1.432e-09,1.685e-09,0.9758505660262136,0.8498516320474777,174200.86569443956,209658.66646122868,1.2035454911514882
16,MN33152,15478.0,0.69573,7.84156,9.87462,1952.29004,2806.12988,11467.0,0.74086,1.06487,4.37587,17.9177052,1.1280054,14.3119893,5.42242,15.9841442,1.0373537,12.4690799,0.4958603,0.4967872,4.0,5.0,1.231e-08,1.638e-08,0.8069957694166073,0.7515262515262516,349065.15828781924,574486.7678093177,1.6457866222661748
17,MN15914,2440.58008,1.44681,0.69655,8.30201,0.0,0.0,1225.88,0.50229,0.34717,4.20102,39.3746721,6.1111878,30.7857738,3.6724,36.7500399,5.2355706,29.0367588,0.4958603,0.4967872,4.18519,3.66667,2.198e-10,3.074e-10,1.1439440148132012,0.7150292778139232,37947.80957530986,46307.043983168005,1.2202823957801492
18,MN15903,2579.5,1.09172,5.63239,6.4461,2043.83997,1872.13,1652.96997,0.64081,0.58697,5.78313,35.930987,7.6760857,25.7771908,5.07463,32.4834928,6.9679754,23.0378069,0.4958603,0.4967872,5.77778,5.05556,4.429e-09,4.703e-09,1.1396160902371206,0.94173931533064,995934.2205832412,926254.4820607753,0.9300358024833609
19,MN14824,4495.08008,0.92829,2.81743,7.89335,0.0,0.0,2794.67993,0.62172,0.66975,4.56136,27.8372262,3.5698966,21.789619,4.83306,25.5080027,3.3069552,19.723337,0.4958603,0.4967872,4.55556,4.77778,8.535e-10,8.224e-10,0.943783027729844,1.0378161478599222,86867.70355854118,88522.70884396644,1.0190520206892535
20,MN14,3371.92993,0.876,7.68433,9.23315,1364.20996,1557.31006,2134.15991,0.63292,0.72251,2.87873,23.996585,3.7683849,17.7504896,3.10141,21.7957706,3.4695869,15.8484732,0.4958603,0.4967872,2.83333,3.08333,3.71e-09,3.764e-09,0.9282003991732792,0.9856535600425079,317683.3168168878,346591.0182888233,1.090995340144342
21,MN11662,6580.62012,1.32211,3.11829,4.86152,0.0,0.0,3611.63989,0.54883,0.41512,6.35185,33.8744176,2.3524758,29.0442313,7.72333,31.0207694,2.1738463,26.3692125,0.4958603,0.4967872,6.33333,7.66667,1.994e-11,1.735e-11,0.8224237472696363,1.149279538904899,1930.4408195289798,2038.5629027246064,1.05600901208772
22,MN11603,5838.83008,1.32153,3.37295,4.81111,0.0,0.0,3340.91992,0.57219,0.43298,6.37576,32.9584121,2.5057423,27.9749592,7.14586,30.0773873,2.2951904,25.3044863,0.4958603,0.4967872,6.33333,7.11111,1.508e-11,5.38e-11,0.8922313059589748,0.2802973977695168,1651.6012500619772,6591.7028441460525,3.991098241115218
23,MN11590,6376.72021,1.2643,3.32515,4.66178,0.0,0.0,3685.48999,0.57796,0.45714,4.62961,31.1561599,1.8220242,26.8564251,5.52582,28.1310756,1.7119335,23.9414315,0.4958603,0.4967872,4.55556,5.44444,1.354e-10,2.05e-10,0.8378141162759553,0.6604878048780488,9859.691382364848,17784.423264009765,1.8037505003269352
24,MN11466,6373.37012,1.41495,3.34847,4.55416,0.0,0.0,3501.1499,0.54934,0.38824,6.20066,34.0332144,2.4819996,29.0735042,6.95049,30.874704,2.3203114,26.0766821,0.4958603,0.4967872,6.11111,6.88889,1.651e-11,4.562e-11,0.8921183974079525,0.36190267426567296,1611.0655559117256,4980.671125430296,3.0915384586021153
25,MN11361,7636.20996,1.09756,3.46953,5.78937,0.0,0.0,4717.95996,0.61784,0.56292,10.17321,31.1108246,3.2419268,25.3911873,9.46981,28.0426759,2.8416339,22.7233314,0.4958603,0.4967872,10.11111,9.44444,1.9e-10,3.18e-10,1.0742781534159607,0.5974842767295597,25388.151694126387,39479.96881518287,1.5550548653889074
26,MN11335,7396.3501,1.13677,3.39846,4.88274,0.0,0.0,4460.2998,0.60304,0.53048,6.07825,30.2399356,2.6542676,25.1079575,6.93336,27.3277698,2.2930747,22.5569846,0.4958603,0.4967872,6.0,6.88889,1.923e-10,2.119e-10,0.8766673012796103,0.9075035394053799,15850.304699362505,19885.816198840494,1.254601509309805
27,MN11310,4456.60986,1.42696,3.46725,5.79435,0.0,0.0,2693.16992,0.60431,0.42349,5.26661,29.1916824,2.7468974,23.9670744,5.06741,26.385856,2.5393245,21.368821,0.4958603,0.4967872,5.22222,5.05556,9.939e-11,1.867e-10,1.039310022279626,0.5323513658275308,11780.60457664462,21252.647170508393,1.80403705363665
28,MN11260,4987.60986,1.41374,3.35046,4.2819,0.0,0.0,2826.72998,0.56675,0.40089,4.05777,32.2536518,2.4304286,27.3455126,4.86483,29.2867937,2.2084469,24.6006362,0.4958603,0.4967872,4.0,4.77778,5.733e-11,1.276e-10,0.8341031444058681,0.44929467084639496,4678.151430107135,12459.832131557203,2.663409322616104
29,MN11214,9428.59961,1.11578,6.46835,8.05535,1223.54004,1096.58997,5852.70996,0.62074,0.55633,6.17389,24.4747686,2.4535736,19.5434844,6.91402,22.6540235,2.2894085,17.8869044,0.4958603,0.4967872,6.16667,6.83333,2.862e-09,3.113e-09,0.8929522911417671,0.9193703822679088,187965.84841432504,228533.1080015796,1.2158225014250135
30,MN11196,9432.54004,1.20121,5.32602,6.15268,1233.14001,1026.58997,5615.37988,0.59532,0.4956,7.35248,26.6031566,3.036135,21.0893111,7.81224,24.2226356,2.8907933,18.8541317,0.4958603,0.4967872,7.33333,7.66667,2.057e-09,2.468e-09,0.9411487614307804,0.8334683954619123,160818.93366681633,204634.4309422966,1.2724523554313383
31,MN11162,7095.58008,1.08369,3.76682,5.5664,1169.41003,1079.09998,4521.16016,0.63718,0.58797,8.05889,28.1794855,2.8289388,22.8728361,7.98683,25.2064377,2.5312077,20.1975195,0.4958603,0.4967872,8.0,7.88889,2.089e-10,2.894e-10,1.0090223530487064,0.7218382861091914,23797.076930462707,32611.581119965293,1.3704028110368092
32,MN11091,9409.92969,1.0588,5.94458,6.67654,1139.63,1076.34998,5816.47021,0.61812,0.5838,6.8842,24.9321239,2.8439792,19.6104342,7.28018,22.6331114,2.6022529,17.553148,0.4958603,0.4967872,6.83333,7.16667,3.3e-09,4.257e-09,0.9456084877022272,0.7751937984496126,242146.61912838768,329720.31013480184,1.3616556420305914
33,MN11041,6424.33984,1.26308,3.38926,5.04917,0.0,0.0,3844.01001,0.59835,0.47372,6.87852,31.90752,2.6817504,26.7480591,7.37651,28.6276201,2.4209748,23.7289348,0.4958603,0.4967872,6.77778,7.33333,3.935e-11,8.58e-11,0.932489754640067,0.4586247086247086,4225.793099744749,9862.696142500075,2.333927835486269
34,MN10974,9417.66016,1.19196,6.18091,7.20609,1166.23999,978.42102,5397.54004,0.57313,0.48083,6.79936,25.5775372,2.6304025,20.4694242,7.11371,23.1965822,2.4792897,18.2395819,0.4958603,0.4967872,6.66667,7.0,2.556e-09,1.769e-09,0.9558106810651544,1.4448841153193894,185090.38455119802,133772.82640287507,0.722743251775308
35,MN10931,11327.5,0.9605,6.5203,8.74202,1471.56995,1532.08997,7273.27002,0.64209,0.66849,5.068,21.8208469,1.7535644,17.589572,5.88934,19.3513783,1.6483668,15.225301,0.4958603,0.4967872,5.0,5.83333,5.487e-09,5.049e-09,0.8605378531380427,1.0867498514557337,246226.88147764932,262799.68346869503,1.0673070376865008
36,MM3088,36161.4,0.80993,7.73965,11.73682,1739.19,2147.34,25568.3,0.70706,0.87299,16.56583,19.5573578,1.7888816,15.2907657,18.80458,17.7294274,1.647606,13.6041108,0.4958603,0.4967872,16.5,18.5,1.523e-08,1.668e-08,0.880946556636734,0.9130695443645084,699785.955822,868361.8679933004,1.2408963923451186
37,MM26458,7527.31,0.98985,4.953,6.22258,1552.03,1567.95,4704.87,0.62504,0.63145,10.25015,29.9066872,4.726554,22.7024227,10.61038,26.9344364,4.3255957,20.1311302,0.4958603,0.4967872,10.25,10.5,1.911e-09,2.374e-09,0.9660492838145288,0.8049705139005898,261004.9803498262,335010.5473428425,1.2835408232204086
38,MM26321,7913.38,1.00645,4.65713,8.62306,1435.97,1426.77,5125.34,0.64768,0.64353,9.53243,26.4393842,4.0341556,19.9275181,9.59764,23.7985156,3.674403,17.6464021,0.4958603,0.4967872,9.5,9.5,2.206e-09,2.834e-09,0.993205621381923,0.7784050811573747,266529.10563473456,344103.2323515402,1.2910531160642442
39,MM26291,7922.74,0.9199,3.65392,8.31013,0.0,0.0,4973.82,0.62779,0.68246,9.24156,28.559985,3.9798551,22.1024194,9.81214,25.8668953,3.6105897,19.7785951,0.4958603,0.4967872,9.0,9.75,7.46e-10,9.213e-10,0.9418495863287724,0.809725388038641,87278.27363679917,114228.84380389063,1.3087889923126101
40,MM26182,7507.12,0.94463,4.25693,6.05848,1533.84,1623.75,4756.13,0.63355,0.67069,9.09761,28.4115499,4.4572137,21.4766256,10.10534,26.0047874,4.0922139,19.4348629,0.4958603,0.4967872,9.0,10.0,2.652e-09,3.219e-09,0.9002774770566848,0.8238583410997203,322348.546840848,433796.1865242079,1.3457364420457107
41,MM26142,7414.88,0.87009,6.16844,13.91393,1370.58,1575.21,4900.57,0.66091,0.75959,7.34437,23.3759799,2.5218667,18.3764027,6.57178,20.2136691,2.4134825,15.322476,0.4958603,0.4967872,7.25,6.5,3.226e-09,3.392e-09,1.1175617564799794,0.9510613207547169,320488.41857724474,300968.6293345252,0.9390936205140441
42,MM26140,7390.83,1.04556,2.77906,11.59968,0.0,0.0,4422.75,0.59841,0.57233,6.08827,24.0335494,3.236714,18.3191249,6.61955,21.2442536,3.0378013,15.7287418,0.4958603,0.4967872,6.0,6.5,1.741e-09,2.076e-09,0.9197407678769703,0.838631984585742,143845.68196600713,186143.94412846013,1.2940530545258127
43,MM24454,6145.09,0.78342,6.94502,8.95946,1898.22,2422.99,4332.35,0.70501,0.89991,7.43531,24.2159042,4.7888395,16.9493542,8.07786,22.0528576,4.3419166,15.2332305,0.4958603,0.4967872,7.33333,8.0,8.317e-09,8.991e-09,0.9204554176477434,0.9250361472583695,1009334.7531798768,1183212.3834343462,1.1722695366494351
44,MM23729,10319.9,0.57433,6.81398,11.73487,2175.91,3788.58,7924.11,0.76785,1.33694,4.16585,18.7922041,1.7391797,14.5753139,4.83373,16.7983544,1.5417974,12.7788464,0.4958603,0.4967872,4.125,4.75,1.627e-08,1.783e-08,0.8618292705633124,0.9125070106561973,658741.125119127,836076.9852514118,1.2692041734910893
45,MM23324,19124.7,0.99254,3.75924,13.23202,1418.21,1428.86,12410.0,0.6489,0.65378,31.47867,27.5003337,5.6634436,19.3591796,31.43342,25.7966914,5.3660884,17.9528925,0.4958603,0.4967872,31.375,31.375,2.144e-09,2.434e-09,1.001439550643869,0.8808545603944125,353952.39195051737,400502.1450332078,1.1315141644506759
46,MM22273,33598.2,0.40804,7.55884,15.81841,1943.5,4762.99,28022.6,0.83405,2.04403,5.66249,16.3369447,0.9766767,12.8825574,7.56809,14.3494658,0.8738146,10.9979406,0.4958603,0.4967872,5.0,7.0,2.243e-08,2.368e-08,0.7482059542103754,0.9472128378378378,379156.13172635366,533996.3513641146,1.408381156682738
47,MM21932,41639.9,0.34464,7.88967,19.09047,1901.37,5516.91,35209.4,0.84557,2.45345,5.37122,15.3100528,0.6481366,12.1842057,7.75924,13.9701272,0.5984907,10.893926,0.4958603,0.4967872,5.0,7.0,1.557e-08,3.133e-08,0.6922353220160737,0.49696776252792846,201442.08067358297,584463.1930537451,2.9013957317131274
48,MM21926,4821.4,0.95864,5.33028,7.80472,1886.52,1967.91,3154.74,0.65432,0.68255,7.03672,27.6027886,5.2952638,19.8298143,6.9007,24.9482531,4.9019304,17.5686122,0.4958603,0.4967872,7.0,6.88889,4.69e-09,5.158e-09,1.01971104380715,0.909267157813106,686542.5185335318,739073.7072706056,1.0765155650509184
49,MM21766,5432.81,0.93159,5.18102,8.93716,1673.14,1796.01,3444.02,0.63393,0.68048,7.91139,27.3506044,5.3630844,19.5098094,7.30342,24.7709966,4.9403314,17.3529546,0.4958603,0.4967872,7.88889,7.22222,3.809e-09,3.976e-09,1.0832445621366429,0.9579979879275654,556335.9309236347,535099.9822623027,0.9618289104101619
50,MM21761,5427.88,0.78568,4.61858,9.24056,1692.51,2154.18,3553.25,0.65463,0.8332,6.14695,25.6551765,4.4280987,18.7493673,6.64096,23.2612756,3.9587598,16.8248053,0.4958603,0.4967872,6.11111,6.55556,4.078e-09,4.463e-09,0.9256116585553896,0.9137351557248488,463206.60596264916,546656.5233733995,1.1801570105791612
51,MM21740,5427.88,0.78692,4.84947,8.45318,1726.06,2193.45,3545.33,0.65317,0.83004,7.28368,26.9350697,5.0486678,19.4086914,7.32588,24.209531,4.6225471,17.1092733,0.4958603,0.4967872,7.22222,7.22222,4.057e-09,4.446e-09,0.994239599884246,0.9125056230319389,546038.3327905262,600738.5018778305,1.100176426822929
52,MM20273,26607.9,0.67838,7.59145,10.8088,1930.78,2846.16,18976.5,0.71319,1.05131,29.87071,24.4784425,4.0469432,17.9537887,30.31499,21.6778549,3.6509337,15.5492107,0.4958603,0.4967872,29.75,30.25,6.881e-09,8.252e-09,0.9853445440687922,0.8338584585555017,774789.8751227683,941222.7663297562,1.2148103589771562
53,MM20199,25461.5,0.72755,7.46835,16.3621,1717.05,2360.04,18465.4,0.72523,0.99681,26.44409,24.1336461,3.9423358,17.7135997,28.3089,21.9528749,3.6297378,15.8454265,0.4958603,0.4967872,26.25,28.25,7.868e-09,9.242e-09,0.934126370152143,0.8513308807617399,819610.8934909868,1028709.2477268811,1.2551190520971203
54,MN52662,3957.37988,1.01523,3.34666,10.07457,0.0,0.0,2636.44995,0.66621,0.65622,3.79103,25.722563,3.6972448,19.5476076,4.00385,23.4634623,3.38693,17.5988217,0.4958603,0.4967872,3.75,4.0,8.619e-10,8.529e-10,0.946846160570451,1.0105522335561026,82813.93500111224,86388.15000505224,1.0431595842401644
55,MN11236,4905.75,1.63219,3.22763,4.51936,0.0,0.0,2609.12012,0.53185,0.32585,2.35442,32.3051223,1.9111479,27.9162638,2.96632,28.9437475,1.6350761,24.8309608,0.4958603,0.4967872,2.33333,2.88889,4.761e-11,5.179e-11,0.793717468108633,0.9192894381154663,2291.790488289122,3135.0584712212694,1.36795160257501
56,MM26283,7908.86,1.0121,3.73151,8.68313,589.416,582.37,5060.72,0.63988,0.63223,9.34033,27.0689176,3.8717701,20.7194369,9.52041,24.6927179,3.5427683,18.672239,0.4958603,0.4967872,9.25,9.5,1.921e-09,1.933e-09,0.981084848236578,0.9937920331091568,227548.25806546584,232948.74613916382,1.0237333747118567
57,MM22269,33573.2,0.41905,7.56478,13.53807,2008.37,4792.69,27685.5,0.82463,1.96786,7.05642,17.9385062,1.3383937,14.122402,8.81868,15.7776805,1.1501522,12.1498178,0.4958603,0.4967872,7.0,8.0,2.036e-08,2.35e-08,0.8001673719876444,0.8663829787234042,429206.8633779922,617966.3819500383,1.4397868130216969
58,MM22266,33599.6,0.38669,7.55363,15.80031,1953.84,5052.76,28159.1,0.83808,2.16733,5.26392,16.0503425,0.9254641,12.6471679,7.19206,14.0983137,0.8147699,10.8058332,0.4958603,0.4967872,5.0,7.0,2.09e-08,3.026e-08,0.731907130919375,0.6906807666886979,328412.7248744758,648448.6294142938,1.9744930092527335
59,M7430,9386.71973,1.33027,3.80895,7.51697,1042.39001,783.59399,5491.50977,0.58503,0.43978,7.94061,26.3551996,2.587291,21.290198,7.49146,24.1704007,2.3509575,19.3417326,0.4958603,0.4967872,7.875,7.375,4.269e-10,6.203e-10,1.0599549353530553,0.6882153796550056,36221.30562004091,49561.13767422424,1.3682868915360833
60,M7433,9370.58008,1.56228,2.92896,5.68145,0.0,0.0,4602.27002,0.49114,0.31437,7.68684,33.1366821,2.4040088,28.2549628,8.86096,30.5100689,2.1543808,25.8779776,0.4958603,0.4967872,7.625,8.75,1.344e-10,2.018e-10,0.8674951698235857,0.666005946481665,11058.036612862914,19103.889293661003,1.7276022826185078
61,M7436,9385.51953,1.48322,3.65064,7.39899,0.0,0.0,5214.68994,0.55561,0.3746,8.31837,28.5373769,2.5536516,23.5060148,7.81453,25.998515,2.4663541,21.0544503,0.4958603,0.4967872,8.25,7.75,4.358e-10,4.672e-10,1.0644747668765746,0.9327910958904109,38740.455762632715,38943.40347313879,1.0052386505659499
62,M7437,9840.51953,1.12321,4.29133,8.83446,1493.71997,1329.87,6172.06982,0.62721,0.55841,6.24406,24.6608562,1.9976703,20.1854753,7.00591,22.421877,2.0061692,17.9379973,0.4958603,0.4967872,6.125,7.0,1.085e-09,1.621e-09,0.8912560966384095,0.6693399136335595,69052.0621251887,115535.74176087894,1.6731685948989783
63,M7438,7130.33008,1.27034,4.15372,8.51663,1691.80005,1331.77002,4428.93018,0.62114,0.48896,4.42962,22.7103092,1.6007913,18.6318074,4.50625,20.3170816,1.5089201,16.3304509,0.4958603,0.4967872,4.375,4.5,4.56e-10,8.667e-10,0.9829947295423024,0.5261336102457598,28413.169423974825,54835.446857783136,1.9299306613613258
64,M8336,11918.2002,0.64461,5.52022,12.37362,1941.80005,3012.38989,8578.83984,0.71981,1.11667,5.24187,20.8598826,1.6904059,16.6917661,6.55261,18.936579,1.5044167,14.9544517,0.4958603,0.4967872,5.0,6.5,6.256e-09,8.721e-09,0.7999667308141336,0.7173489278752436,275975.16718716477,480016.9432940405,1.7393483195844783
65,M8474,11359.7998,0.72365,7.74624,9.75193,2116.66992,2924.98999,8325.49023,0.73289,1.01277,6.5031,20.1889291,2.1650758,15.5461427,7.53799,17.8581033,1.9988569,13.3815358,0.4958603,0.4967872,6.5,7.5,1.093e-08,1.322e-08,0.8627100858451656,0.8267776096822995,627577.374332707,878218.6124186375,1.3993790221523414
66,M8591,15317.9003,0.65654,7.21341,10.8582,2006.56006,3056.25,11144.0996,0.72752,1.10811,7.51865,20.3375281,2.0788924,15.7809252,8.80485,18.041368,1.8204288,13.7432286,0.4958603,0.4967872,7.5,8.66667,9.963e-09,1.278e-08,0.8539214183092273,0.7795774647887324,490487.1723989808,735426.7318972561,1.4993801536139506
67,M8593,12460.4003,0.84963,7.70031,9.72162,1849.64001,2176.98999,8475.82031,0.68022,0.8006,11.31708,23.3024403,3.550152,17.2745777,12.08458,20.9563131,3.1639554,15.3146471,0.4958603,0.4967872,11.16667,12.0,8.154e-09,8.343e-09,0.9364893111717577,0.977346278317152,742797.5321763376,810043.0592810777,1.090530089549054
68,MM20591,63022.9,0.83491,7.70899,9.9921,1745.54,2090.68,45507.0,0.72207,0.86484,30.06794,20.4354711,1.8963916,16.0613689,35.13351,18.1457717,1.7191515,13.9489097,0.4958603,0.4967872,30.0,35.0,9.944e-09,1.345e-08,0.8558194157088204,0.7393308550185873,475842.89522991196,750639.759840638,1.5774949407996375
69,MM22262,33478.6,0.38337,7.54945,14.44467,1971.59,5142.83,27839.1,0.83155,2.16907,6.39493,17.4191394,1.2335651,13.7078637,8.56824,15.1871384,1.0609119,11.648516,0.4958603,0.4967872,6.0,8.0,1.948e-08,2.268e-08,0.746352809911954,0.8589065255731922,373212.0242366419,581104.8421960635,1.5570367631767497
70,MM22263,33563.8,0.39544,7.55265,13.67789,1983.89,5016.99,27834.4,0.8293,2.09718,6.06544,16.8956111,1.0824814,13.3354191,8.26836,15.0165092,0.9530554,11.5857432,0.4958603,0.4967872,6.0,8.0,2.266e-08,2.35e-08,0.733572316638366,0.9642553191489361,410723.6595888496,579567.0482828491,1.4110875639913667
71,MM22270,33569.9,0.40374,7.55663,14.77018,1972.71,4886.09,27832.1,0.82908,2.0535,7.0203,17.720271,1.201894,14.0406664,9.14308,15.4295486,1.0626371,11.889201,0.4958603,0.4967872,7.0,9.0,2.212e-08,2.294e-08,0.7678265967267048,0.9642545771578029,463968.9951173665,625493.8448234055,1.3481371630558618
72,MM23625,12518.3,0.59997,7.09769,11.55298,1942.6,3237.82,9063.85,0.72405,1.20681,6.69593,20.0604471,2.1033981,15.4793385,7.81,18.0578087,1.8660593,13.7140389,0.4958603,0.4967872,6.625,7.75,1.174e-08,1.271e-08,0.8573533930857875,0.923682140047207,629843.3568483704,793851.1478928901,1.2603945715410685
73,MM23705,10315.8,0.57716,7.75779,12.0774,2150.49,3726.0,7879.1,0.76379,1.32337,4.42873,19.251417,1.877984,14.8957225,5.29088,15.968249,1.4746205,12.0159179,0.4958603,0.4967872,4.375,5.25,1.344e-08,2.035e-08,0.837049791339059,0.6604422604422604,578726.7161431159,1044903.8399054462,1.805522037878492
74,MM26143,7685.73,0.65286,7.38799,15.10545,1517.55,2324.47,5464.4,0.71098,1.08902,4.29199,22.066738,1.3424201,18.2466074,4.3764,19.4665009,1.2816567,15.7071336,0.4958603,0.4967872,4.25,4.375,2.521e-09,3.028e-09,0.9807124577278128,0.832562747688243,141203.07407364767,172613.3678367613,1.2224476624831189
75,MM3079,38230.8,0.85928,7.86595,12.51851,1683.52,1959.21,26737.5,0.69937,0.8139,17.37592,20.2306244,1.8517039,15.90121,19.6733,18.1045763,1.6464461,13.9804197,0.4958603,0.4967872,17.0,19.5,1.309e-08,1.616e-08,0.8832234551397071,0.8100247524752475,596721.051541731,832513.7533592547,1.3951472823161055
76,MM423,5805.95,0.98892,4.27193,10.12171,1576.3,1593.95,3892.31,0.6704,0.67791,5.07384,23.626686,2.9985435,18.150432,5.29598,21.0655761,2.7615686,15.8262969,0.4958603,0.4967872,5.0,5.25,3.53e-09,3.901e-09,0.9580549775490088,0.9048961804665471,309411.00755725434,356234.1208185804,1.1513298238190888
