ID,NAME,VOL,DEN,PLD_A,LCD_A,Sa_m2cm-3,Sa_m2g-1,Va_m3m-3,Va_cm3g-1,C2H6_Hen,C2H6_Qst,C2H4_Hen,C2H4_Qst,C2H6_Ds,C2H4_Ds,C2H6_P0,C2H4_P0,C2H6_P0_barrer,C2H4_P0_barrer,Sads_C2H6_C2H4,Sads_C2H4_C2H6,Sdiff_C2H4_C2H6,Sperm_C2H6_C2H4,Sperm_C2H4_C2H6
503,MN20692,5766.74023,0.93299,6.62628,7.20891,1417.66003,1519.48999,0.65891,0.70624,2.766e-05,13.606829,2.687e-05,20.352962,5.895e-09,6.419e-09,1.5212933754300002e-10,1.609207437047e-10,455477.05851197615,481798.63384640723,1.029400818756978,0.9714389009399855,1.088888888888889,0.9453680988584493,1.057789025467984
1271,MN59489,11704.7002,0.68174,6.32168,11.04574,2192.42993,3215.92993,0.75139,1.10216,2.471e-05,14.554607,2.408e-05,17.017334,8.545e-09,9.258e-09,1.43947321693e-10,1.5198209799359998e-10,430980.00506886235,455036.22153772454,1.0261627906976745,0.9745042492917847,1.0834406085430075,0.9471334031660865,1.0558174768804378
1364,MN61651,16390.0,0.7098,7.50057,10.95281,2053.90991,2893.65991,0.75001,1.05665,2.113e-05,13.71806,2.045e-05,18.534206,6.772e-09,7.384e-09,1.01566957128e-10,1.0718178743999999e-10,304092.6860119761,320903.55520958087,1.0332518337408314,0.9678182678655939,1.0903721204961607,0.9476139515293757,1.0552820569875287
2301,MM26322,7913.17,0.73466,5.76402,9.54188,1907.11,2595.89,0.69528,0.94639,3.43e-05,13.0688,2.987e-05,18.768671,4.39e-09,5.318e-09,1.1062289882000001e-10,1.166997565556e-10,331206.28389221564,349400.4687293414,1.1483093404753935,0.8708454810495627,1.2113895216400912,0.9479274172032676,1.0549330907110648
1824,MN7554,8311.51953,0.9811,6.90332,8.6206,1726.17004,1759.43994,0.68263,0.69578,1.999e-05,12.651255,1.863e-05,17.624889,9.991e-09,1.13e-08,1.95945380299e-10,2.065401909e-10,586662.8152664672,618383.8050898204,1.0730005367686528,0.9319659829914957,1.1310179161245122,0.9487033949429744,1.054070223981974
1284,MN59514,16389.5996,0.67018,7.80472,11.30944,2003.71997,2989.83008,0.73888,1.10251,1.883e-05,14.707876,1.729e-05,18.598152,7.711e-09,8.848e-09,9.730888276340001e-11,1.0252542314559998e-10,291343.96036946116,306962.3447473054,1.0890688259109313,0.9182156133828995,1.1474516923874982,0.9491195430152795,1.0536080595528328
363,MN11849,6921.77979,1.1953,5.75621,7.5214,1535.92004,1284.96997,0.63543,0.53161,2.439e-05,12.791783,2.289e-05,18.091938,8.048e-09,9.019e-09,2.34626297616e-10,2.4676360092299997e-10,702473.9449580839,738813.1764161676,1.0655307994757535,0.93849938499385,1.1206510934393636,0.9508140452578852,1.0517303619855283
272,MN11422,12201.7998,0.84609,7.13441,9.05756,1813.29004,2143.12988,0.66836,0.78994,3.133e-05,14.405968,2.743e-05,17.746171,1.209e-08,1.452e-08,3.20481716373e-10,3.36983771124e-10,959526.0969251498,1008933.4464790421,1.1421800947867298,0.8755186721991701,1.2009925558312655,0.9510301202459754,1.0514914078024773
236,MN11293,8691.94043,1.07107,6.6676,7.91271,1792.37,1673.43994,0.66757,0.62327,2.349e-05,15.528852,2.05e-05,17.494397,5.601e-09,6.733e-09,1.4091799151429999e-10,1.47836043355e-10,421910.15423443116,442622.8842964072,1.1458536585365853,0.8727117922520221,1.2021067666488128,0.9532045657899026,1.0490927508003687
1129,MN5490,9718.46973,0.93893,6.94721,8.4326,1820.81995,1939.25,0.69106,0.73601,2.399e-05,11.374596,2.479e-05,18.074931,1.588e-08,1.612e-08,3.5769589951600003e-10,3.752103241640001e-10,1070945.806934132,1123384.2040838327,0.9677289229528034,1.0333472280116716,1.0151133501259446,0.9533210481693871,1.0489645664702862
1661,MN6994,11485.0996,0.8929,6.52075,9.8344,1743.70996,1952.87,0.68659,0.76894,2.327e-05,10.323434,2.489e-05,19.35811,7.656e-09,7.507e-09,1.5907470664799997e-10,1.6683767746700003e-10,476271.5767904191,499514.0043922157,0.9349136199276817,1.0696175333046842,0.9805381400208988,0.9534699179654096,1.048800786640317
2125,MM22112,21827.8,0.60436,7.32847,9.40098,2086.84,3452.99,0.75312,1.24615,3.17e-05,17.3765,3.056e-05,17.687272,9.02e-09,9.809e-09,1.7280707224e-10,1.8116479085439998e-10,517386.4438323354,542409.5534562875,1.037303664921466,0.9640378548895899,1.0874722838137472,0.9538667608922035,1.048364447739688
1283,MN59511,16903.5996,0.63401,7.50855,10.99017,2162.18994,3410.3501,0.76487,1.2064,2.006e-05,13.939776,1.701e-05,16.687576,7.444e-09,9.2e-09,9.46745830264e-11,9.921749292e-11,283456.8354083833,297058.3620359282,1.1793062904174014,0.8479561316051845,1.2358946802794195,0.9542126115072975,1.0479844721611629
88,M8453,11860.4003,0.82316,5.50731,8.67292,2063.36011,2506.63989,0.68354,0.83039,2.943e-05,17.447917,2.565e-05,18.998024,6.121e-09,7.351e-09,1.482848902548e-10,1.55209410954e-10,443966.73728982045,464698.83519161685,1.1473684210526316,0.8715596330275229,1.2009475575886293,0.9553859482061159,1.0466974125772457
1974,MN8051,16911.6992,0.72742,7.57022,10.05433,2171.56006,2985.30005,0.72493,0.99658,1.987e-05,14.302968,1.488e-05,15.974638,9.54e-09,1.332e-08,1.37889589716e-10,1.4417580787199998e-10,412843.082982036,431664.09542514966,1.3353494623655915,0.7488676396577755,1.3962264150943395,0.9563989392618427,1.0455887798995354
2309,MM26330,7919.12,0.84459,4.68217,10.64503,1704.76,2018.45,0.70705,0.83715,3.11e-05,14.5185,2.318e-05,17.374449,4.12e-09,5.765e-09,1.0821900587999996e-10,1.12864842093e-10,324008.9996407185,337918.68890119763,1.34167385677308,0.7453376205787783,1.3992718446601942,0.9588371708421664,1.0429299472419071
71,M8409,12479.7998,0.52903,6.69172,10.91417,2256.36011,4265.12012,0.76171,1.43983,2.706e-05,16.462947,2.054e-05,15.857917,1.002e-08,1.376e-08,1.4344182903599997e-10,1.49519960512e-10,429466.554,447664.5524311378,1.3174294060370009,0.7590539541759055,1.3732534930139721,0.9593490296868276,1.0423734939581297
303,MN11551,11884.5996,1.08748,5.50689,7.32094,1649.93005,1517.19995,0.64896,0.59676,2.183e-05,14.438272,2.45e-05,18.553628,5.764e-09,5.35e-09,1.3683556393760002e-10,1.42541441e-10,409687.3171784432,426770.7814371258,0.8910204081632653,1.1223087494273936,0.9281748785565579,0.9599703986267405,1.0416987872027332
205,MN11171,13069.9003,0.85687,6.97012,8.3618,1559.45996,1819.95996,0.67333,0.7858,1.334e-05,11.619225,2.454e-05,22.468671,5.624e-09,3.181e-09,6.42859519792e-11,6.68887631538e-11,192472.91011736527,200265.757945509,0.5436022819885901,1.8395802098950524,0.5656116642958748,0.9610874674328295,1.0404880241244954
67,M8405,12265.9003,0.51005,7.51196,10.28105,2129.0,4174.06982,0.77486,1.51917,2.454e-05,14.487604,2.122e-05,16.471899,9.592e-09,1.154e-08,1.20059486184e-10,1.2490043193999998e-10,359459.53947305394,373953.3890419162,1.1564561734213006,0.8647106764466178,1.2030859049207672,0.961241561131466,1.0403212266674278
286,MN11473,10132.2998,0.92166,5.96681,7.56906,1856.56006,2014.35999,0.66934,0.72623,2.631e-05,12.837362,2.283e-05,17.312848,5.885e-09,7.046e-09,1.4270462702100002e-10,1.4825839349880003e-10,427259.3623383235,443887.4056850301,1.152431011826544,0.8677309007981756,1.1972812234494477,0.9625399523984121,1.0389179145325311
642,MN42626,8818.57031,0.73314,6.6421,9.09543,2027.30005,2765.21997,0.70317,0.95912,3.146e-05,16.447501,2.549e-05,18.111539,9.522e-09,1.219e-08,2.196209726568e-10,2.27803533534e-10,657547.8223257486,682046.5075868265,1.2342094939191839,0.8102352193261284,1.2801932367149758,0.9640806235519664,1.0372576479295847
95,M8467,11663.0996,0.73449,6.85948,9.33264,2180.34009,2968.51001,0.72473,0.98671,3.072e-05,19.238814,2.845e-05,18.631328,7.809e-09,8.723e-09,1.7619862763520002e-10,1.8227790588150003e-10,527540.8013029941,545742.2331781439,1.0797891036906853,0.9261067708333335,1.1170444359072864,0.9666482988330347,1.0345024154154394
153,MN10993,12479.7002,0.7994,6.51633,7.62169,2025.60999,2533.90991,0.71462,0.89395,2.316e-05,12.459824,2.124e-05,16.709822,1.447e-08,1.626e-08,2.6789908487999996e-10,2.7608270256e-10,802093.068502994,826594.9178443115,1.0903954802259885,0.917098445595855,1.123704215618521,0.9703580934114425,1.030547389453255
392,MN14646,4496.25,0.85416,4.21088,8.26569,1722.42004,2016.52002,0.65192,0.76323,3.948e-05,11.497444,3.781e-05,18.187284,7.572e-09,8.132e-09,2.5534477704960006e-10,2.626293610272e-10,764505.3205077847,786315.4521772456,1.0441682094683946,0.9577001013171226,1.0739566825145272,0.9722628728596515,1.0285284236543633
536,MN33467,22608.5,0.63586,7.41547,11.19043,2307.3501,3628.72998,0.79082,1.24371,1.111e-05,11.827075,9.181e-06,14.089066,1.266e-08,1.573e-08,8.943536223600001e-11,9.18290762818e-11,267770.5456167665,274937.3541371258,1.210107831390916,0.8263726372637265,1.2424960505529226,0.9739329399497137,1.026764738085183
1383,MN6226,14422.7002,0.73502,6.60841,10.59982,2167.38989,2948.76001,0.73055,0.99392,2.005e-05,15.528046,1.449e-05,15.445079,1.066e-08,1.511e-08,1.5709802966e-10,1.6092814537800002e-10,470353.3822155689,481820.7945449103,1.3837129054520358,0.7226932668329177,1.4174484052532832,0.9761998393195698,1.0243804185596048
96,M8468,11902.0,0.74991,6.28311,9.86775,2203.82007,2938.77002,0.71728,0.95649,3.527e-05,18.818235,2.454e-05,17.411658,8.399e-09,1.233e-08,2.221478865543e-10,2.2690641796199998e-10,665113.4327973055,679360.5328203593,1.4372453137734311,0.695775446555146,1.468031908560543,0.9790286610205231,1.021420556735915
953,MN5102,16863.0,0.80667,6.54818,9.57064,2309.82007,2863.3999,0.72813,0.90264,2.344e-05,13.933555,1.823e-05,16.756671,9.326e-09,1.223e-08,1.7633922360479999e-10,1.7984941584299999e-10,527961.7473197605,538471.3049191617,1.285792649478881,0.7777303754266212,1.3113875187647437,0.9804826041733478,1.0199059072986894
985,MN52175,9678.48047,0.54861,7.1562,9.40801,2289.33008,4172.93018,0.75449,1.37527,3.789e-05,14.41549,2.948e-05,16.569179,1.348e-08,1.763e-08,2.8020650749200004e-10,2.85130391964e-10,838941.639197605,853683.8082754492,1.2852781546811398,0.7780416996569016,1.3078635014836795,0.9827311131651597,1.0175723416135884
2407,MM8563,7654.18,0.78978,5.99967,8.00124,2183.93,2765.23,0.69923,0.88535,4.66e-05,16.5355,3.856e-05,18.951321,1.06e-08,1.302e-08,3.9011972880000007e-10,3.96509996736e-10,1168023.1401197608,1187155.6788502997,1.2085062240663902,0.8274678111587982,1.2283018867924527,0.9838837154457554,1.016380273706373
