ID,NAME,VOL,DEN,PLD_A,LCD_A,Sa_m2cm-3,Sa_m2g-1,Va_A3,Va_m3m-3,Va_cm3g-1,C2H6_UC,C2H6_Qst,C2H6_Qff,C2H6_Qfm,C2H4_UC,C2H4_Qst,C2H4_Qff,C2H4_Qfm,C2H6_bar,C2H4_bar,C2H6_UC_Z,C2H4_UC_Z,C2H6_Ds,C2H4_Ds,Sads_C2H6_C2H4,Sdiff_C2H6_C2H4,P_C2H6,P_C2H4,Sperm_C2H6_C2H4
61,MN42689,7332.66992,0.5663,5.89524,9.59911,2588.91992,4571.58984,5658.83984,0.77173,1.36275,2.8729,18.4409507,1.7072351,14.256005,3.64427,16.6574164,1.5100335,12.6696724,0.4958603,0.4967872,2.75,3.625,2.214e-08,2.337e-08,0.7883334659616329,0.9473684210526315,918364.1154874021,1162770.174772017,0.7898070791740636
62,MN42690,7329.18994,0.54113,6.87404,10.64612,2387.43994,4411.99023,5859.54004,0.79948,1.47744,2.22891,16.7544284,1.3279336,12.9487843,2.89918,15.268467,1.1892432,11.6015132,0.4958603,0.4967872,2.125,2.875,2.88e-08,3.135e-08,0.7688070419911838,0.9186602870813397,956250.9034722667,1241490.6330234688,0.7702441549183965
63,MN42694,7462.20996,0.48881,6.97091,10.78986,2342.25,4791.72021,6000.20996,0.80408,1.64497,2.19518,16.4382713,1.3182186,12.6423422,2.87389,14.9890094,1.1954103,11.3158885,0.4958603,0.4967872,2.125,2.75,3.146e-08,3.327e-08,0.7638357765954856,0.9455966336038473,981642.7279825108,1282751.1095772719,0.7652635968531801
64,MN42695,5242.74023,0.5689,7.50018,9.29475,2374.52002,4173.87012,4154.81982,0.79249,1.39302,1.94442,17.8633633,1.6473215,13.7383313,2.48715,16.2505564,1.4902909,12.282555,0.4958603,0.4967872,1.875,2.375,2.399e-08,2.53e-08,0.7817863820034979,0.9482213438735176,941130.6120611818,1201574.602369839,0.7832477569058223
65,MN42697,6340.47998,0.53013,6.89664,11.08888,2294.6499,4328.47021,5066.2998,0.79904,1.50726,1.71489,16.0674145,1.2840118,12.3056922,2.28984,14.7208326,1.163063,11.0800591,0.4958603,0.4967872,1.625,2.25,3.236e-08,3.586e-08,0.7489125877790589,0.9023982152816509,972796.2575028324,1296521.437846502,0.7503125124707763
66,MN42702,6335.04004,0.52011,7.16911,10.33837,2294.23999,4411.10986,5090.00977,0.80347,1.54482,1.64162,15.8358246,1.235833,12.122281,2.18524,14.451705,1.10052,10.8734744,0.4958603,0.4967872,1.625,2.125,3.468e-08,3.821e-08,0.75123098607018,0.9076158073802668,993112.4469665145,1319513.6080032683,0.7526352444893124
67,MN42703,6340.97021,0.53748,7.01208,9.76523,2293.43994,4267.02002,5064.20996,0.79865,1.48592,1.95169,16.4649028,1.4692171,12.5179751,2.54373,15.0637049,1.3030888,11.2829055,0.4958603,0.4967872,1.875,2.5,3.278e-08,3.421e-08,0.767255172522241,0.9581993569131833,1056103.318212548,1373901.2654566711,0.7686893845763435
68,MN42704,6339.47021,0.55642,6.48619,10.39354,2388.94995,4293.4502,4993.47021,0.78768,1.41563,1.92895,16.6926487,1.4163411,12.7985971,2.52234,15.2259475,1.266033,11.4822039,0.4958603,0.4967872,1.875,2.5,2.877e-08,2.926e-08,0.7647462277091908,0.9832535885167464,892977.159195943,1165499.1160562497,0.766175749851745
69,MN42705,6343.24023,0.54139,6.46556,11.28714,2244.8999,4146.58008,5103.70996,0.80459,1.48617,1.74231,15.9330133,1.2991804,12.1561224,2.30424,14.5930168,1.16112,10.9541862,0.4958603,0.4967872,1.625,2.25,3.548e-08,4.058e-08,0.7561321737319029,0.8743223262690981,1117953.7056869767,1475757.6504945208,0.7575455938258931
70,MN42708,7331.54004,0.4957,6.69874,9.99183,2411.88989,4865.66016,5873.4502,0.80112,1.61615,2.17168,16.5012918,1.3170752,12.706506,2.79904,15.0252411,1.1846662,11.3628644,0.4958603,0.4967872,2.125,2.75,3.009e-08,3.292e-08,0.7758660112038412,0.914034021871203,978042.3143624099,1258229.4878974268,0.7773163192962314
71,MN42717,5246.43018,0.56084,7.37056,9.55448,2421.47998,4317.58008,4216.18994,0.80363,1.4329,2.04611,17.676653,1.7924826,13.4064599,2.62629,16.0820689,1.6094669,11.9948915,0.4958603,0.4967872,2.0,2.625,2.79e-08,3.12e-08,0.7790876102791391,0.8942307692307692,1220442.290261659,1563579.2260303248,0.7805439404309336
