ID,NAME,VOL,DEN,PLD_A,LCD_A,Sa_m2cm-3,Sa_m2g-1,Va_A3,Va_m3m-3,Va_cm3g-1,C3H8_UC,C3H8_Qst,C3H8_Qff,C3H8_Qfm,C3H6_UC,C3H6_Qst,C3H6_Qff,C3H6_Qfm,C3H8_bar,C3H6_bar,C3H8_UC_Z,C3H6_UC_Z,C3H8_Ds,C3H6_Ds,Sads_C3H8_C3H6,Sdiff_C3H8_C3H6,P_C3H8,P_C3H6,Sperm_C3H6_C3H8
22,MM22144,21855.9003,0.55066,7.3038,12.37756,2042.22998,3708.68994,17045.0,0.77988,2.22497,48.2779,27.0801001,12.8233867,11.7790029,34.16823,26.4566272,11.4917169,12.4871998,0.4918288,0.4927727,12.83333,9.66667,7.356e-10,9.228e-10,1.4129470563737132,0.7971391417425229,164309.9844916293,145603.30986569467,0.8861501041229322
23,MM22146,21778.3007,0.54718,7.3454,10.98447,2073.47998,3789.40991,16858.4003,0.77409,2.28254,47.36818,31.4649543,12.6595544,16.3276893,34.92073,29.5582703,12.6633359,14.4172239,0.4918288,0.4927727,6.88889,4.61111,2.47e-12,7.009e-12,1.3564487340327651,0.35240405193322877,543.2526240003917,1134.2920061060438,2.087964155153765
24,MM22152,22416.0,0.50492,7.89468,14.95336,2028.06006,4016.62012,17730.4003,0.79097,2.18352,43.10758,26.5625201,10.7191937,13.3656159,31.48252,25.5288684,10.2436922,12.8074656,0.4918288,0.4927727,20.66667,15.16667,2.908e-09,2.952e-09,1.369254430712662,0.9850948509485093,565499.9904067902,418444.35604126635,0.7399546651455469
25,MM22266,33599.6015,0.38669,7.55363,15.80031,1953.83997,5052.75977,28159.0996,0.83808,1.55204,21.30033,19.6184902,3.9999245,13.1408552,17.74556,19.1469997,3.9245252,12.7447639,0.4918288,0.4927727,7.55556,7.55556,8.658e-11,9.938e-11,1.2003188403183669,0.871201448983699,5550.264907899005,5297.437195889773,0.9544476315627
26,MM23324,19124.6992,0.99254,3.75924,13.23202,1418.20996,1428.85999,12410.0,0.6489,1.41925,42.53484,44.2091574,11.1353592,30.5960876,25.06035,40.9769991,10.8877067,27.6115819,0.4918288,0.4927727,22.0,15.66667,3.536e-09,3.565e-09,1.697296326667425,0.9918653576437588,795254.5055687039,471479.7682603802,0.5928665162647707
27,MM23359,10140.5996,0.8184,5.19082,14.26005,1772.27002,2165.52002,6831.14014,0.67364,2.02876,23.31007,35.6542358,15.1505876,18.0259376,15.85506,34.2951907,14.6117914,17.2056888,0.4918288,0.4927727,12.11111,10.11111,3.39e-11,4.296e-11,1.470197526846319,0.7891061452513967,7879.905949185379,6779.181120446337,0.8603124408035817
28,MM23442,12543.7998,0.58063,8.34807,10.86375,2000.33997,3445.11011,9533.65039,0.76003,2.0535,28.92664,32.5790697,14.492499,15.6088602,21.64373,29.9532341,13.4956006,13.9799229,0.4918288,0.4927727,20.66667,16.0,3.11e-09,3.289e-09,1.336490521735394,0.9455761629674673,725225.3543374691,572766.8795297238,0.7897777926600152
29,MM23698,10300.5,0.53557,7.29685,11.3923,2201.61011,4110.77979,7699.41016,0.74748,1.47073,23.5449,33.7046549,14.4643831,16.7625612,17.01814,32.5793985,13.9093276,16.1923604,0.4918288,0.4927727,16.66667,11.5,1.222e-09,1.248e-09,1.3835178227467866,0.9791666666666665,282457.5989729819,208103.4120284987,0.7367598279712224
30,MM25667,20649.8007,0.35879,8.32709,25.69814,1689.43994,4708.7002,17610.9003,0.85284,1.9682,10.12126,19.4323652,3.723766,13.2308886,8.02345,18.8358519,3.5610974,12.7970439,0.4918288,0.4927727,11.33333,7.77778,3.39e-11,1.259e-11,1.2614598458269197,2.692613185067514,1680.2092390635346,493.72291685878116,0.2938460909392201
31,MM26143,7685.72998,0.65286,7.38799,15.10545,1517.55005,2324.46997,5464.3999,0.71098,2.41322,11.78893,25.8146259,11.3599021,11.9770133,7.92185,25.2446983,10.4674851,12.2995027,0.4918288,0.4927727,24.66667,17.66667,3.347e-09,3.217e-09,1.4881536509779913,1.0404103201740753,519144.30782654067,334659.3686963601,0.6446364982743455
32,MM26348,13502.9003,0.88509,8.79564,11.28258,1679.60999,1897.67004,9260.5498,0.68582,1.37987,25.48342,30.5029267,13.527933,14.4972832,17.50635,28.8099704,12.6847761,13.6474837,0.4918288,0.4927727,25.0,17.66667,3.465e-09,3.385e-09,1.4556672293196466,1.0236336779911372,661267.8542425007,442933.01919775177,0.6698239092616152
33,MM457,5799.9502,0.80792,4.12488,11.62755,1722.08997,2131.51001,4142.25977,0.71419,0.88398,12.42686,34.6808638,13.2354249,18.9677284,9.03415,33.2545919,11.697527,19.0793544,0.4918288,0.4927727,19.16667,12.83333,1.165e-09,1.317e-09,1.375542801481047,0.8845861807137434,252410.1708723584,207042.6932963701,0.8202628783967257
34,MM539,18952.9003,0.88994,5.88039,8.98725,2011.98999,2260.80005,12802.7002,0.6755,0.75904,40.71081,43.9261146,14.0284063,27.4199977,30.98269,40.7835317,13.0392516,25.2665696,0.4918288,0.4927727,5.44444,5.88889,9.209e-13,5.6e-12,1.3139856481151249,0.16444642857142858,200.02721108242,923.9348074878691,4.6190455912879145
35,MM8505,7651.1499,0.76734,5.5265,7.74955,2205.05005,2873.62012,5355.27002,0.69993,0.91215,14.51992,35.9914546,12.139407,21.374337,10.99763,35.0636325,11.565051,21.0208709,0.4918288,0.4927727,22.5,16.625,6.719e-09,7.023e-09,1.3202771869939252,0.9567136551331339,1289392.635648641,1018838.646198728,0.790169431738837
36,MM8657,7193.18018,0.62765,7.38791,9.74128,2389.97998,3807.84009,5510.12012,0.76602,1.22046,16.70788,31.5940121,13.8826993,15.2336022,11.72638,30.1406942,13.1013096,14.5616741,0.4918288,0.4927727,5.72222,5.77778,1.599e-09,2.147e-09,1.4248114081242462,0.7447601304145318,375570.90374198975,353252.6696800535,0.9405751781099941
37,MN10868,16645.4003,0.64161,8.07312,10.64635,2401.42993,3742.79004,12989.9003,0.78039,1.21629,28.38486,26.0693501,9.9611203,13.6305193,20.91589,25.1274967,9.6470745,13.0027116,0.4918288,0.4927727,15.5,11.0,1.088e-08,1.141e-08,1.3570954905576573,0.953549517966696,1876137.2901621626,1447032.4614143455,0.771282820826653
38,MN10931,11327.5,0.9605,6.5203,8.74202,1471.56995,1532.08997,7273.27002,0.64209,0.66849,15.3249,32.6153118,10.237082,19.9005192,11.29181,30.5753268,10.0893111,18.0083052,0.4918288,0.4927727,46.25,33.25,4.895e-09,5.207e-09,1.3571694883282661,0.9400806606491262,669668.1228621881,523875.07636448316,0.7822905981031624
39,MN11,3377.04004,0.76873,8.00114,10.12939,1762.29004,2292.44995,2346.16992,0.69474,0.90374,7.19642,38.240313,12.0110838,23.7515187,5.30758,36.2296796,11.2095448,22.5424243,0.4918288,0.4927727,15.0,10.875,8.187e-09,8.648e-09,1.3558759359256007,0.9466928769657724,1764197.5715886694,1371783.1819103556,0.7775677758557719
40,MN11043,9428.9502,1.06504,5.60897,7.71962,1495.18005,1403.87,5937.87988,0.62975,0.59129,13.04074,35.7148623,9.686609,23.5505428,9.86542,34.361606,9.3662462,22.5176492,0.4918288,0.4927727,6.75,4.91667,1.498e-09,1.719e-09,1.3218636408789488,0.8714368819080861,209504.76438406698,181525.91167644568,0.8664524275145835
41,MN11113,9423.49023,1.10535,5.72098,7.41795,1313.02002,1187.88,5714.12012,0.60637,0.54858,12.70095,36.8464097,9.4855578,24.8831413,9.28105,34.2587072,9.3391581,22.4418386,0.4918288,0.4927727,16.875,13.25,2.559e-09,2.896e-09,1.368482014427247,0.8836325966850829,348769.03433313477,287868.6778212192,0.8253848521031681
42,MN11144,13053.7002,0.75106,6.87183,9.09017,1968.64001,2621.12988,9391.08984,0.71942,0.95787,23.71778,32.365768,11.8182197,18.0698378,17.63902,29.8714113,11.4048323,15.9888685,0.4918288,0.4927727,20.5,15.0,1.155e-08,1.151e-08,1.3446200525879557,1.0034752389226758,2122098.8902415875,1569736.2606222332,0.7397092886861312
43,MN11188,7098.3501,1.08327,3.92623,5.02632,1117.81995,1031.89001,4542.24023,0.6399,0.59071,9.47532,40.9651738,7.0087082,31.4787551,9.9406,39.6500254,6.5705059,30.601809,0.4918288,0.4927727,22.0,15.5,1.027e-08,1.038e-08,0.9531939721948374,0.9894026974951832,1386275.1108150468,1467108.9455094987,1.0583100959281642
44,MN11197,7976.97021,1.11558,5.68584,7.28332,881.52698,790.19299,4899.85986,0.61425,0.55061,9.00734,35.9407171,6.6955882,26.7674184,7.00353,34.3346944,6.4255638,25.43142,0.4918288,0.4927727,19.25,14.25,1.067e-08,1.094e-08,1.2861142880804395,0.9753199268738574,1218331.7655994976,969407.1616161246,0.7956840566650693
45,MN11198,7979.66992,1.11017,6.00221,7.5065,1048.64001,944.57098,4967.91016,0.62257,0.56079,9.63861,35.5270206,6.8770692,26.1722409,7.3194,33.2550044,6.3208531,24.4564407,0.4918288,0.4927727,6.125,5.0,1.542e-10,1.208e-10,1.3168579391753423,1.2764900662251655,18834.59662749646,11183.230446795253,0.593760018755536
46,MN11214,9428.59961,1.11578,6.46835,8.05535,1223.54004,1096.58997,5852.70996,0.62074,0.55633,12.87689,36.6622103,9.8518498,24.3326499,9.75882,34.6669688,9.1780965,23.0111618,0.4918288,0.4927727,5.25,5.125,5.258e-11,1.012e-10,1.319513014893194,0.5195652173913043,7261.51740633585,10571.605587478754,1.4558397365066937
47,MN11310,4456.60986,1.42696,3.46725,5.79435,0.0,0.0,2693.16992,0.60431,0.42349,6.92722,47.6202855,5.1459958,39.9965791,4.61285,45.1317461,4.9605522,37.6934834,0.4918288,0.4927727,9.25,6.0,2.308e-10,2.985e-10,1.5017223625307565,0.7731993299832496,36277.211462470754,31183.15806186166,0.8595797969235051
48,MN11319,13594.7998,0.83549,6.83853,7.84703,1817.97998,2175.94995,9539.86035,0.70173,0.83991,20.8308,30.1775572,9.8303681,17.8694785,15.25738,28.6647731,8.907011,17.2800515,0.4918288,0.4927727,4.4375,3.375,2.258e-09,2.628e-09,1.3652933858893206,0.8592085235920852,349865.40322011075,297675.9528862891,0.850829919581995
49,MN11335,7396.3501,1.13677,3.39846,4.88274,0.0,0.0,4460.2998,0.60304,0.53048,7.66322,41.0433854,5.8774087,32.6882661,7.64571,39.1135176,5.1352057,31.5006013,0.4918288,0.4927727,7.875,3.875,8.001e-11,1.243e-10,1.002290173182085,0.6436846339501207,8382.638142311622,12968.251413803504,1.547037005969023
50,MN11344,13971.5,0.85109,6.37121,8.55357,1663.68994,1954.78003,9378.37988,0.67125,0.78869,22.06966,31.7213469,11.4965956,17.7470407,15.80843,29.7728546,10.5620848,16.7330593,0.4918288,0.4927727,15.875,11.25,5.43e-09,5.842e-09,1.3960690593563054,0.9294762067785004,867351.3053459178,667140.297007693,0.7691696465962238
51,MN11387,7636.20996,1.09756,3.46953,5.78937,0.0,0.0,4717.95996,0.61784,0.56292,12.17225,45.3382737,6.7733344,36.0872288,10.1468,43.3667969,6.3479782,34.5411081,0.4918288,0.4927727,7.33333,5.58333,1.934e-09,2.181e-09,1.1996146568376236,0.8867491976157728,311739.7552558753,292493.98481829936,0.9382633426982098
52,MN11393,13919.2998,0.75406,7.34403,8.25095,1897.76001,2516.72998,9875.45996,0.70948,0.94088,20.68315,29.2268129,10.3030915,16.4460108,16.1056,28.2050214,9.3844421,16.3428687,0.4918288,0.4927727,7.0,5.33333,7.422e-10,8.034e-10,1.2842210162924699,0.9238237490664675,111522.76856050288,93821.41169811234,0.8412758480544063
53,MN11423,10132.5,0.91647,5.67144,7.08337,1645.04004,1794.97998,6661.70996,0.65746,0.71738,16.71014,39.2213778,9.5852181,27.1584492,11.56952,37.2054273,9.0923704,25.6353463,0.4918288,0.4927727,5.16667,6.72222,4.936e-12,1.014e-11,1.4443243972092186,0.48678500986193296,823.1556063817794,1168.550037400812,1.419597981646788
54,MN11627,5518.29004,1.21025,3.79951,5.85644,912.74902,754.18298,3537.21997,0.641,0.52964,11.42489,42.7570227,8.2937039,31.9856082,7.85578,40.6174674,7.5830022,30.5567547,0.4918288,0.4927727,12.5,9.66667,2.073e-09,2.387e-09,1.4543291690958757,0.8684541265186426,434000.6465745471,342963.6521585284,0.7902376525598527
55,MN11629,14857.4003,0.77982,6.51778,8.23264,1708.12,2190.40991,10287.2998,0.6924,0.8879,24.73981,32.5683346,10.8763644,19.2142597,17.81863,31.5088713,9.8821687,19.1489921,0.4918288,0.4927727,35.0,26.5,8.254e-09,9.096e-09,1.3884238013809143,0.9074318381706246,1389823.2511702005,1101008.8923905853,0.7921934616243901
56,MN11636,14882.7998,0.80787,6.90164,8.4578,1811.09998,2241.84009,10468.2002,0.70338,0.87066,25.15837,31.0492025,10.442131,18.1293609,17.7737,31.4398938,10.7428544,18.2193288,0.4918288,0.4927727,36.5,27.25,3.55e-09,4.002e-09,1.4154829889105813,0.887056471764118,606836.8347653038,482373.3741484959,0.7948979800065292
57,MN11660,10445.2002,0.87878,6.37003,7.62719,1948.54004,2217.33008,7153.70996,0.68488,0.77936,19.25295,36.2393704,10.2730338,23.4886261,12.99784,34.7836712,10.2027419,22.1032188,0.4918288,0.4927727,37.5,27.5,5.48e-09,6.025e-09,1.4812422679460586,0.9095435684647303,1021419.3551826945,756696.6235932258,0.7408285536726299
58,MN11662,6580.62012,1.32211,3.11829,4.86152,0.0,0.0,3611.63989,0.54883,0.41512,5.54013,44.7604811,3.8253446,38.457426,5.92448,43.6080384,3.513332,37.6169959,0.4918288,0.4927727,28.5,21.75,4.23e-09,4.465e-09,0.9351251080263585,0.9473684210526315,360111.35056341457,405709.80611965974,1.1266232110843044
59,MN1284,13112.7998,0.63223,8.30227,14.83,1990.06995,3147.71997,10119.5996,0.77174,1.22067,22.50476,25.3239425,10.8865342,11.9596978,16.69341,24.2997677,9.8581439,11.9639132,0.4918288,0.4927727,5.0,4.91667,1.916e-09,2.111e-09,1.3481224027924792,0.9076267171956419,332522.2097247848,271238.52700965456,0.8157004827862406
60,MN15327,3241.06006,0.92649,4.25879,8.53214,1785.17004,1926.81995,2108.08008,0.65043,0.70204,5.77736,41.4037879,11.7091382,27.2169392,5.81645,39.3050974,11.4300292,25.3973577,0.4918288,0.4927727,24.5,18.25,9.43e-09,1.024e-08,0.9932794058231396,0.9208984375000001,1699799.387720339,1854734.7879938558,1.0911492270163163
61,MN15847,7592.97998,0.45493,8.68379,11.48289,2462.27002,5412.3501,6240.14014,0.82183,1.80648,15.60561,26.0897121,11.6260976,11.9859039,11.07224,24.699398,10.6691642,11.5525232,0.4918288,0.4927727,11.66667,9.0,2.076e-09,2.339e-09,1.409435669747043,0.8875587858059,431458.3038145658,344241.9257806351,0.7978567633005507
62,MN19031,20874.3007,0.70932,8.46585,12.90971,1843.43005,2598.87012,15593.5,0.74702,1.05315,46.35509,31.1592764,14.2810309,14.4005349,33.28076,29.524869,13.4913109,13.5558475,0.4918288,0.4927727,21.25,15.25,3.76e-09,4.144e-09,1.3928495022349248,0.9073359073359074,844339.26112743,666825.2080526549,0.7897598024309044
63,MN194,8069.87988,0.52093,8.6747,10.74939,2042.65002,3921.12012,6289.1001,0.77933,1.49602,15.07826,26.7705388,11.174039,13.1187893,10.902,26.3479967,10.564164,13.3061221,0.4918288,0.4927727,33.5,24.0,4.785e-09,5.041e-09,1.3830728306732711,0.949216425312438,904084.7486521718,687331.3686826361,0.7602510380883251
64,MN3,3352.1499,0.66721,8.366,9.99066,1908.06995,2859.76001,2365.63989,0.70571,1.0577,6.75582,36.5110061,13.2385459,20.7947496,4.95692,34.8569848,13.1434496,19.2358247,0.4918288,0.4927727,28.5,20.0,9.702e-09,1.059e-08,1.3629068050321569,0.9161473087818698,1977243.0727863074,1580505.1272730664,0.7993479147942278
65,MN33157,8268.08008,0.613,5.74765,11.48783,2055.25,3352.75,5969.5498,0.722,1.17781,16.89935,34.4741817,13.7134283,18.2830428,13.33916,33.1627938,12.5341115,18.1509718,0.4918288,0.4927727,23.25,16.75,5.358e-09,5.748e-09,1.2668976157419207,0.9321503131524009,1107417.580464962,935947.0109463627,0.8451617776858795
66,MN33161,15503.5,0.44534,8.88915,11.39292,1977.98999,4441.47998,12192.7998,0.78645,1.76594,20.58762,23.5947246,8.0418562,13.0751578,15.35425,22.9875792,7.6426207,12.867248,0.4918288,0.4927727,25.5,19.25,4.834e-09,5.356e-09,1.3408417864760571,0.902539208364451,649117.8460966363,535361.6429801428,0.8247526180330002
67,MN33162,15528.2998,0.47282,8.36235,11.32592,2036.65002,4307.41992,12174.5,0.78402,1.65817,22.00695,23.7856534,8.7847172,12.5232256,15.87943,22.6964654,8.2124647,12.0062901,0.4918288,0.4927727,23.5,17.25,3.948e-09,4.46e-09,1.3858778306274218,0.8852017937219732,565791.0770335844,460316.1134323655,0.8135796623831202
68,MN33164,11996.2002,0.44245,8.00328,12.24152,2248.13989,5081.1499,9537.70996,0.79506,1.79696,19.27541,25.0887228,9.6341062,12.976906,14.31008,23.1871871,9.1724674,11.5370092,0.4918288,0.4927727,34.0,25.0,5.463e-09,5.933e-09,1.3469812887139696,0.9207820664082251,887633.539355363,714303.2156868507,0.8047276088796824
69,MN33217,5273.9502,1.06667,3.55818,7.76753,0.0,0.0,2991.07007,0.56714,0.53169,6.1952,40.9110814,5.6787051,32.7546658,5.07355,39.0874833,5.3107411,31.2990316,0.4918288,0.4927727,36.5,26.0,8.487e-09,8.799e-09,1.2210779434518237,0.9645414251619503,1008129.4715402622,854317.6060640597,0.8474284605119198
70,MN33242,5265.37988,1.10642,2.81865,6.01698,0.0,0.0,2748.79004,0.52205,0.47183,5.32619,45.2558607,8.3278323,34.4503178,5.14708,44.2707053,7.297509,34.4954858,0.4918288,0.4927727,36.25,27.25,9.369e-09,9.725e-09,1.0347983711152733,0.9633933161953727,958348.5966018457,959470.1376495488,1.001170285062951
71,MN33287,3946.36011,0.70815,4.31242,6.89087,2253.07007,3181.63989,2761.22998,0.69969,0.98806,9.28065,38.609151,11.3321147,24.7993258,6.02706,36.5061555,10.6537356,23.3747093,0.4918288,0.4927727,35.25,26.25,3.448e-09,3.559e-09,1.5398303650536083,0.9688114638943525,819958.4095319246,548588.8700155719,0.6690447510974799
72,MN33447,3104.52002,0.82308,5.49725,7.57447,1745.54004,2120.72998,2069.04004,0.66646,0.80971,4.46669,33.9099574,9.4449321,21.9873147,3.43378,31.624428,8.8219901,20.3247274,0.4918288,0.4927727,30.75,22.5,7.893e-09,8.44e-09,1.3008084385138243,0.9351895734597157,1148355.0763247868,942172.6852113473,0.8204541475330881
73,MN34333,7786.37012,1.87297,3.23989,7.98439,0.0,0.0,3715.96997,0.47724,0.2548,7.92745,40.838086,4.433018,33.9273574,3.87735,38.076322,4.286217,31.3123945,0.4918288,0.4927727,38.75,28.5,7.309e-09,7.877e-09,2.044553625543219,0.9278913291862384,752487.345088774,395886.6846357461,0.52610410955023
74,MN378,8051.35986,0.55688,6.99303,10.68058,2084.40991,3743.01001,5991.74023,0.74419,1.33635,15.95507,30.8468409,12.6405795,15.7285509,11.32508,28.6814857,11.982626,14.2211492,0.4918288,0.4927727,40.0,29.25,3.413e-09,3.832e-09,1.4088262511169898,0.8906576200417536,683925.728253557,544011.442851638,0.7954247374796118
75,MN4,3375.37988,0.72746,7.55182,8.98169,2031.18005,2792.15991,2350.87988,0.69648,0.95741,7.4043,39.5765717,14.5476568,22.5512044,5.59666,36.8215503,13.8684377,20.4754021,0.4918288,0.4927727,25.0,18.5,1.159e-08,1.209e-08,1.3229854949201845,0.9586435070306039,2570921.0446013142,2023223.3942447565,0.7869644221448692
